trigram,chi-square
"('recombinases', 'DNA', 'invertase')",10035.660344804495
"('periplasmic', 'component', 'domain')",9823.709979542802
"('system', 'permease', 'family')",9813.965856124036
"('division', 'ATP-binding', 'protein')",9809.168334046992
"('synthase', 'Ribosomal', 'protein')",9780.961617475474
"('transfer', 'protein', 'TraD')",9757.470136472455
"('Has', 'ATPase', 'activity')",9728.409723485964
"('Extracellular', 'solute-binding', 'protein')",9663.36271379583
"('family', 'P-loop', 'domain')",9626.930732656163
"('dehydrogenase', 'reductase', 'family')",9574.959893559224
"('score', '8.96,3D', 'domain')",9538.821249877896
"('8.87,4Fe-4S', 'binding', 'domain')",9478.44090796897
"('TPP', 'binding', 'domain')",9463.964958706054
"('pyruvate', 'kinase', 'family')",9454.721297468592
"('alpha', 'beta', 'domain')",9403.570904182521
"('metal', 'center', 'protein')",9390.048617413417
"('containing', 'LysM', 'domain')",9366.900541774196
"('DNA', 'packaging', 'protein')",9264.31270873162
"('reductase', 'family', 'protein')",9244.129915673906
"('helicase', 'deoxyribonuclease', 'subunit')",9234.227267200673
"('TIGRFAM', 'phage', 'minor')",9214.695330763716
"('tail', 'fibre', 'protein')",9191.033847883598
"('shock', 'protein', 'binding')",9157.379656219518
"('tail', 'protein', 'phi13')",9120.158296539936
"('protein', 'translocation', 'channel')",9105.929414653172
"('phi13', 'family', 'protein')",9055.498814200873
"('peptidase', 'activity,3D', 'domain')",9049.659957962105
"('capsid', 'assembly', 'protein')",9037.493997308085
"('helicase', 'nuclease', 'subunit')",9034.486359485409
"('protein', 'F-like', 'protein')",8959.861888444206
"('phage', 'regulatory', 'protein')",8955.158063004637
"('Resolvase', 'domain-containing', 'protein')",8950.225728067275
"('TIGRFAM', 'Phage', 'uncharacterised')",8918.758543699278
"('Phage', 'DNA', 'packaging')",8889.522799844655
"('system', 'ThiF', 'family')",8863.841979897665
"('DNA', 'endonuclease', ""family,5'-3"")",8854.3305600896
"('weight', 'phosphatase', 'family')",8849.663272326594
"('regulatory', 'subunit', 'binding')",8823.709965470689
"(',Phage', 'capsid', 'family')",8815.133835253113
"('protein', 'B-type', 'domain')",8763.47351742731
"('phage', 'protein', 'cox,3')",8719.034173004313
"('thymidine', 'kinase', 'activity')",8674.173421646472
"('DNA', 'ligase', 'domain')",8628.84218142955
"('chromosome', 'partitioning', 'protein')",8466.53501212663
"('lipid', 'kinase', 'activity')",8322.811735002342
"('PFAM', 'Phage', 'derived')",8293.864274512274
"('EcsC', 'protein', 'family')",8253.183003338181
"('cleavage', 'system', 'catalyzes')",8224.211999346659
"('PFAM', 'Phage', 'regulatory')",8058.299618063044
"('AMP-binding', 'enzyme', 'family')",8056.633053245073
"(',HNH', 'endonuclease', 'domain')",8049.350806681099
"('tail', 'shaft', 'protein')",7984.060431079167
"('reductase', 'family,3D', 'domain')",7945.519433093649
"('mismatch', 'repair', 'protein')",7861.547313109867
"('PFAM', 'N-6', 'DNA')",7861.526333886704
"('RNA-dependent', 'ATPase', 'activity')",7851.922891944037
"('phage', 'lambda', 'lysozyme')",7808.955685070177
"('bacterial', 'DNA', 'recombination')",7742.407702008972
"('DNA', 'binding,3D', 'domain')",7728.202264263735
"('terminal', 'sensor', 'domain')",7682.082205187679
"('This', 'protein', 'specifically')",7530.486894993959
"('ribosomal', 'RNA', 'transcription')",7489.529955373955
"('DDE', 'superfamily', 'endonuclease')",7451.429478671022
"('family', 'U32', 'C-terminal')",7291.415027793946
"('PFAM', 'ATPase', 'family')",7213.868388026671
"('system', 'Conjugative', 'DNA')",7207.08694914248
"('protein', 'tyrosine', 'phosphatase')",7166.910850325455
"('repair', 'protein', 'RecF')",7139.5076896975625
"('PFAM', 'DNA', 'gyrase')",7029.90651571585
"('B12', 'binding', 'domain')",7010.5383220690865
"('CII', 'family', 'protein')",6986.151380291275
"('pathway', 'signal', 'protein')",6920.681609300922
"('DNA', 'methylase,3D', 'domain')",6865.053541196147
"('GpU', 'family', 'protein')",6849.282932149028
"('purine', 'biosynthesis', 'protein')",6830.6198516560025
"('module', 'killer', 'protein')",6728.404564201696
"('zinc', 'ribbon', 'domain')",6723.269815561138
"('spore', 'coat', 'protein')",6695.095388161366
"('DNA', 'helicase', 'activity,3')",6653.536466554003
"('cluster', 'binding', 'domain')",6651.990300369469
"('family', 'protein', 'VC2772')",6601.73794981156
"('protein', 'Bacteriophage', 'A118')",6571.5801218843135
"('fiber', 'assembly', 'protein')",6469.876539101513
"('TIGRFAM', 'phage', 'virion')",6369.797262401741
"('PFAM', 'Phage-related', 'baseplate')",6327.245103343445
"('acid', 'transport', 'protein')",6298.864928522892
"('Putative', 'viral', 'replication')",6279.458200571793
"('gp7', 'family', 'domain')",6271.236141900413
"('DNA', 'synthesis', 'involved')",6239.094602923563
"('regulatory', 'protein', 'CII')",6238.403484499539
"('Tail', 'assembly', 'protein')",6187.632763854223
"('TIGRFAM', 'phage', 'head-tail')",6139.282403208776
"('capsid', 'portal', 'protein,3D')",6084.85583175443
"('Plasmid', 'replication', 'protein')",6000.074471889582
"('ATPase', 'activity,3D', 'domain')",5990.545044524633
"('Flagellar', 'assembly', 'protein')",5830.713336775765
"('small', 'terminase', 'subunit')",5785.124402154723
"('transcriptional', 'regulatory', 'protein')",5738.883768295922
"('kinase', 'protein', 'serine')",5733.609164819431
"('LuxR', 'family', 'transcriptional')",5722.853669359438
"('tail', 'fiber', 'protein')",5669.9827918869505
"('Bacteriophage', 'lambda', 'integrase')",5656.2367394625535
"('duplex', 'substrate', 'DNA')",5646.958385081149
"('Uncharacterized', 'protein', 'family')",5621.434477786677
"('PFAM', 'Phage', 'head-tail')",5596.596769110663
"('virion', 'assembly', 'protein')",5564.184317626023
"('metal-dependent', 'membrane', 'protease')",5455.720737203294
"('protein,4Fe-4S', 'binding', 'domain')",5350.989913675897
"('protein', 'E,3D', 'domain')",5288.522826409859
"('Putative', 'carbohydrate', 'binding')",5156.478787236446
"('peptidoglycan', 'bound', 'protein')",5145.441921583361
"('TIGRFAM', 'phage', 'terminase')",5096.8206166713
"('portal', 'protein,4Fe-4S', 'binding')",5093.154016023752
"('recombinase', 'family', 'protein')",5066.239237630123
"('PBSX', 'family,3D', 'domain')",4985.625017574494
"('protein', 'kinase', 'kinase')",4911.051832148358
"('kinase', 'kinase', 'protein')",4907.132708403623
"('kinase', 'protein', 'kinase')",4902.007983040831
"('plasmid', 'recombination', 'enzyme')",4851.017889336569
"('score', '7.50,3D', 'domain')",4829.54542886687
"('C-terminal', 'domain,3D', 'domain')",4829.143224581766
"('phosphate', 'regulatory', 'system')",4780.880180997908
"('signal', 'sequence', 'domain')",4766.84546870193
"('C-terminal', 'alpha/beta', 'domain')",4719.896291889156
"('TIGRFAM', 'Phage', 'recombination')",4709.588004097518
"('Catalyzes', 'two', 'activities')",4661.890458242803
"('binding', 'domain,3D', 'domain')",4617.318217082298
"('efficient', 'protein', 'synthesis')",4615.972948561176
"('ParB', 'family', 'protein')",4580.281726956389
"('stress', 'resistance', 'protein')",4572.67145869211
"('molecule', 'binding', 'domain')",4564.419429332264
"('diphosphate', 'binding', 'domain')",4528.488969638436
"('tail', 'repeat', 'like')",4523.275227709645
"('repeat', 'protein,3D', 'domain')",4381.546952757242
"('J-like', 'protein,3D', 'domain')",4334.600034162681
"('membrane', 'transporter', 'protein')",4217.247702696111
"('iron-sulfur', 'binding', 'domain')",4190.145464829021
"('pyridine', 'binding', 'domain')",4190.145464829021
"('family', 'metalloprotease', 'domain')",4184.1858394342
"('tail', 'protein,3D', 'domain')",4093.1413264679595
"('adenosine', 'biosynthesis', 'protein')",4068.393545108876
"('DNA', 'circulation', 'protein')",4044.0990695516807
"('uracil', 'permease', 'family')",4041.258307559852
"('kinase', 'kinase', 'kinase')",4019.9973761166334
"('N-terminal', 'transpeptidase', 'domain')",4007.3429191906293
"('TIGRFAM', 'phage', 'portal')",3998.728140989363
"('shock', 'protein', 'domain')",3969.5282909799307
"('tRNA', 'nucleotidyltransferase', 'domain')",3969.137637156048
"('small', 'regulatory', 'RNA')",3960.462579776345
"('tail', 'family', 'protein')",3945.7149506213923
"('nuclease', 'family', 'transposase')",3906.927728295699
"('family', 'regulatory', 'protein')",3867.1977166800734
"('metabolism', 'regulatory', 'protein')",3832.8113548744586
"('Thr', 'protein', 'phosphatase')",3786.8068830177367
"('SNF2', 'helicase', 'associated')",3774.349336301469
"('membrane', 'efflux', 'protein')",3761.403838860559
"('dinucleotide', 'binding', 'domain')",3753.113727938675
"('tRNA', 'guanylyltransferase', 'activity')",3738.361966104191
"('single-stranded', 'DNA-binding', 'protein')",3728.400232131185
"('PFAM', 'regulatory', 'protein')",3722.7565765798886
"('family,4Fe-4S', 'binding', 'domain')",3720.1113680130265
"('PFAM', 'Cold-shock', 'protein')",3717.39210271221
"('dipeptidase', 'family', 'protein')",3712.208321744761
"('factor', 'regulatory', 'protein')",3674.7654785393484
"('HAD', 'family', 'hydrolase')",3660.642778920217
"('system', 'permease', 'protein')",3646.7014817244294
"('DNA', 'methylase,8-oxoguanine', 'DNA')",3642.837310475858
"('protein', 'CoiA-like', 'family')",3613.5980692926205
"('protein', 'TerC', 'family')",3613.5980692926205
"('protein', 'p12', 'family')",3613.5980692926205
"('DNA', 'recombination-mediator', 'protein')",3583.7386249932447
"('PFAM', 'phage', 'portal')",3534.2107498002188
"('PFAM', 'Rhomboid', 'family')",3521.44069035221
"('Phage', 'Terminase,3D', 'domain')",3499.462835553223
"('Bacterial', 'surface', 'protein')",3494.2984902934954
"('conjugative', 'transfer', 'protein')",3473.212765920304
"('DNA', 'recombination,3D', 'domain')",3467.214845615994
"('DNA', 'packaging,3D', 'domain')",3467.214845615994
"('binding', 'protein', 'family,4Fe-4S')",3448.835898011171
"('AAA', 'domain,3D', 'domain')",3441.320539062459
"('ATP', 'dependent', 'DNA')",3439.0906286400245
"('biosynthesis', 'export', 'protein')",3429.070481049903
"('TIGRFAM', 'phage', 'protein')",3424.157192169489
"('fimbrial', 'subunit', 'protein')",3409.9969981428685
"('binding', 'protein', 'like')",3362.6949622006277
"('regulatory', 'helix-turn-helix', 'protein')",3343.756099310745
"('contains', 'ribosomal', 'protein')",3339.005645025801
"('cation', 'binding', 'domain')",3329.144688305624
"('transmembrane', 'domain', 'holin')",3310.8335983472316
"('possibly', 'endonuclease', 'activity')",3306.255339067368
"('SdpI/YhfL', 'protein', 'family')",3301.841572535939
"('protein', 'family', ""UPF0150,3'-to-5"")",3301.841572535939
"('PEBP', 'family', 'protein')",3301.1700628760627
"('PrpD', 'family', 'protein')",3301.1700628760627
"('family', 'protein', 'K06901')",3301.1700628760627
"('subunit', 'binding,3D', 'domain')",3301.0525005766253
"('endonuclease', 'activity,3D', 'domain')",3276.746374978149
"('Resolvase', 'helix-turn-helix', 'domain')",3256.1485193186336
"('FAD', 'binding', 'domain')",3144.372439448966
"('secretory', 'protein', 'family')",3120.8147093564885
"('specific', 'DNA-binding', 'protein')",3106.602861906738
"('Putative', 'metallopeptidase', 'domain')",3078.5773005607502
"('binding', 'protein', 'domain')",3062.3850786694943
"('synthase', 'related', 'protein')",3057.2548124360596
"('Fic/DOC', 'family', 'N-terminal')",3032.4693421949746
"('NAD', 'FAD', 'binding')",3005.656638554288
"('binding', 'protein', 'family,3D')",2993.766287054634
"('binding', 'protein-like', 'domain')",2991.8431020834078
"('binding', 'beta', 'subunit')",2967.125670327714
"('family', 'protein', 'Vibrio')",2930.014182004079
"('type', 'III', 'protein')",2894.3853334094497
"('transporter', 'permease', 'subunit')",2873.3943121071734
"('hybrid', 'binding', 'protein')",2862.3672482252086
"('polysaccharide', 'biosynthesis', 'protein')",2821.669126892294
"('NAD-binding', 'protein', 'involved')",2812.11484712255
"('molybdopterin', 'binding', 'domain')",2811.6060406306833
"('protein', 'transpeptidase', 'domain')",2707.390179634103
"('Periplasmic', 'protein', 'involved')",2698.330698403945
"('DDE', 'domain', 'group')",2680.9459559262573
"('FAD', 'binding', 'protein')",2650.7521316862235
"('RNA', 'binding', 'protein')",2632.598174196191
"('phosphate', 'binding', 'protein')",2623.0678894522407
"('HsdR', 'protein', 'N-terminal')",2617.9695027348644
"('wall', 'assembly', 'cell')",2616.2174667888135
"('DNA-binding', 'domain,3D', 'domain')",2611.8328644221806
"('sugar', 'binding', 'domain')",2610.9664541120515
"('phage', 'resistance', 'protein')",2588.03820804892
"('Helix-turn-helix', 'domain,3D', 'domain')",2560.7350335285
"('protein', 'gp47-like', 'protein')",2556.6635665637086
"('Protein', 'kinase', 'domain')",2535.831632440206
"('carbohydrate', 'binding', 'domain')",2532.3753138328634
"('Bacterial', 'mobilization', 'protein')",2524.6662334278735
"('Putative', 'Competence', 'protein')",2445.64304943206
"('protein', 'component', 'plays')",2419.8791405193883
"('Prophage', 'tail', 'fibre')",2342.5224506758245
"('repair', 'protein,3D', 'domain')",2296.6733782134593
"('N-terminal', 'cleavage', 'methylation')",2258.1816982134724
"('complex', 'beta', 'subunit')",2252.5085782249084
"('Collagen', 'binding', 'domain')",2239.477730056149
"('division', 'repeat', 'protein')",2237.855407421772
"('IS4', 'family', 'protein')",2218.1085106502387
"('sun', 'family', 'protein')",2218.1085106502387
"('unfolded', 'protein', 'binding')",2206.154796540127
"('factor', 'Spo0A', 'domain')",2199.794604873766
"('Bacterial', 'SNF2', 'helicase')",2192.1516206923857
"('measure', 'protein,3D', 'domain')",2179.5109691074085
"('PilT', 'protein', 'domain')",2163.152696091687
"('Putative', 'ATP-dependent', 'DNA')",2148.636512206407
"('RNA', 'binding', 'domain')",2137.0587090257122
"('NAD', 'binding', 'domain')",2128.415106547159
"('element', 'PBSX', 'protein')",2121.528388527134
"('ATP-dependent', 'protease', 'Clp')",2074.4811056697
"('portal', 'protein,3D', 'domain')",2073.8216826480475
"('DNA', 'exonuclease', 'encoded')",2070.720783946387
"('Beta-lactamase', 'enzyme', 'family')",2045.6130009093267
"('Putative', 'amidase', 'domain')",1972.930915154443
"('ATPase', 'central', 'domain')",1967.8969071128797
"('protein', 'TusA', 'family')",1961.6490721658208
"('protein', 'bS21', 'family')",1961.6490721658208
"('protein', 'uS2', 'family')",1961.6490721658208
"('PFAM', 'AAA', 'ATPase')",1949.105917662621
"('acid', 'symporter', 'family')",1919.9983415383783
"('exchanger', 'family', 'protein')",1859.3556235411554
"('system', 'antidote', 'protein')",1834.4460200095018
"('protein', 'Tp47', 'domain')",1813.5904513575235
"('protein', 'n,3D', 'domain')",1813.5904513575235
"('protein', 'Gp19/Gp15/Gp42,3D', 'domain')",1813.5904513575235
"('protein', 'Gp19/Gp15/Gp42,6-O-methylguanine', 'DNA')",1790.5447912755458
"('system', 'ATP-binding', 'protein')",1782.1727734187452
"('domain', 'protein,3D', 'domain')",1738.3259628444034
"(',COG3500', 'Phage', 'protein')",1714.69591455196
"('Phage', 'protein', 'Gp19/Gp15/Gp42,3D')",1714.69591455196
"('Phage', 'protein', 'Gp19/Gp15/Gp42,6-O-methylguanine')",1714.69591455196
"('The', 'beta', 'subunit')",1692.3290040643994
"('chain', 'like', 'domain')",1689.1259956595966
"('DNA', 'endodeoxyribonuclease', 'activity')",1681.1057303369403
"('WbqC-like', 'protein', 'family')",1679.2907917743953
"('CHU', 'protein', 'family')",1651.4031282046176
"('protein', 'family', 'UPF0029')",1651.4031282046176
"('ynhG', 'family', 'protein')",1650.8926432152298
"('transporter-C', 'family', 'protein')",1650.8926432152298
"('gp25', 'family', 'protein')",1650.8926432152298
"('family', 'protein', 'K00889')",1650.8926432152298
"('TIGR02757', 'family', 'protein')",1650.8926432152298
"('YnhG', 'family', 'protein')",1650.8926432152298
"('family', 'protein', 'HI_0329')",1650.8926432152298
"('PrgI', 'family', 'protein')",1650.8926432152298
"('PfpI', 'family', 'protein')",1650.8926432152298
"('P47K', 'family', 'protein')",1650.8926432152298
"('MobL', 'family', 'protein')",1650.8926432152298
"('Mce', 'family', 'protein')",1650.8926432152298
"('KamA', 'family', 'protein')",1650.8926432152298
"('5-kinase', 'family', 'protein')",1650.8926432152298
"('CRISPR', 'associated', 'protein')",1644.3827000362219
"('Membrane', 'transport', 'protein')",1638.8278762316304
"('protein', 'ATP-binding', 'protein')",1631.262935707745
"('Phage', 'small', 'terminase')",1537.5107552211275
"('PFAM', 'SPFH', 'domain')",1518.1014168752763
"('replicative', 'DNA', 'helicase')",1499.9144500295156
"('secretion', 'protein', 'Rhs')",1494.6496474403084
"('TIGRFAM', 'phosphate', 'binding')",1463.561529831856
"('protein', 'domain', 'typically')",1418.1457604883312
"('PFAM', 'type', 'III')",1408.7684890255498
"('tail', 'fibre', 'N-terminal')",1361.9028273368672
"('StbA', 'family', 'protein')",1346.6518829633246
"('transporter', 'ATP-binding', 'protein')",1315.7601860270383
"('carrier', 'protein', 'domain')",1287.980746634816
"('DNA', 'recombination', 'protein')",1272.2233313392733
"('Putative', 'transcription', 'regulator')",1247.5718579767486
