quadgram,chi-square
"('DNA', 'binding', 'proteins', 'belonging')",5776615.57490691
"('fold', 'nucleotide-binding', 'protein', 'involved')",5770869.992682075
"('nucleotidyltransferase', 'substrate', 'binding', 'protein')",5739793.710084414
"('polymerase', 'III', 'delta', 'subunit')",5710372.35870501
"('DNA', 'polymerase', 'type-Y', 'family')",5541230.2420921
"('system', 'FeS', 'assembly', 'protein')",5532506.799822943
"('expression', 'modulating', 'family', 'protein')",5496445.542094297
"('Bacteriophage', 'replication', 'protein', 'O,4.5')",5487748.475880244
"('Bacteriophage', 'replication', 'protein', 'O,36-mer')",5487748.475880244
"('Tape', 'measure', 'domain', 'protein')",5461997.231134412
"('PFAM', 'Phage-related', 'baseplate', 'assembly')",5406743.007927056
"('PFAM', 'regulatory', 'protein', 'DeoR')",5386569.481366894
"('Thr', 'phosphatase', 'family', 'protein')",5164852.066649105
"('PFAM', 'Resolvase', 'domain-containing', 'protein')",5094846.802684554
"(',TIGRFAM', 'phage', 'regulatory', 'protein')",5083361.544859022
"('minor', 'capsid', 'protein', '2,2-oxoacid')",4979900.562274913
"('minor', 'capsid', 'protein', '2,37-kD')",4979900.562274913
"('phage', 'tail', 'completion', 'protein')",4939228.830668476
"('DNA', 'polymerase', 'III', 'chi')",4933621.977752694
"('DNA', 'polymerase', 'III', 'epsilon')",4893074.034624547
"('shock', 'protein', 'DnaJ', 'domain')",4795798.950376578
"('COG1484', 'DNA', 'replication', 'protein')",4683803.038119669
"('protein', 'containing', 'TIR-like', 'domain')",4677032.286696567
"('amino', 'terminal', 'protease', 'family')",4673247.969281179
"('Transposase', 'DDE', 'domain', 'group')",4652632.799189495
"('major', 'tail', 'tube', 'protein')",4645014.241713977
"('gp32', 'DNA', 'binding', 'protein')",4630973.021739669
"('DNA', 'polymerase', 'III', 'delta')",4569935.510086442
"('PFAM', 'Transposase', 'DDE', 'domain')",4535728.250005384
"('Single-strand', 'binding', 'protein', 'family,4Fe-4S')",4510282.663089486
"('membrane', 'protein', 'TerC', 'family')",4421586.678817529
"('PFAM', 'Biopolymer', 'transport', 'protein')",4397832.461245405
"('tail', 'collar', 'domain', 'protein,3D')",4382099.317080719
"('HNH', 'endonuclease', 'domain', 'protein')",4130898.843007722
"('DNA', 'polymerase', 'III', 'subunits')",4099162.450906864
"('surface', 'anchor', 'family', 'protein')",4069127.740078285
"('Promotes', 'RNA', 'polymerase', 'assembly')",4046574.1798645
"('DNA', 'polymerase', 'III', 'subunit')",4025234.7190546915
"('repeat-associated', 'core', 'domain', 'protein')",4001838.3428937765
"('Putative', 'zinc', 'ribbon', 'domain')",3994470.2142734793
"('sequence-specific', 'DNA', 'binding,3D', 'domain')",3964253.2984586596
"('ATP', 'dependent', 'DNA', 'ligase')",3959159.3134177523
"('second', 'additional', 'domain', 'protein')",3914036.103672466
"('DNA', 'polymerase', 'type-B', 'family')",3876126.359313064
"('Universal', 'stress', 'protein', 'family')",3867908.2234096825
"('SPP1', 'gp7', 'family', 'domain')",3794771.776193032
"('PSP1', 'C-terminal', 'domain', 'protein')",3785886.336361045
"('Bacterial', 'SNF2', 'helicase', 'associated')",3696351.573421495
"('phage', 'tail', 'tape-measure', 'protein')",3688525.6208425914
"('regulatory', 'subunit', 'binding,3D', 'domain')",3661216.1793644256
"('Tail', 'fiber', 'assembly', 'protein')",3660158.1574136405
"('PFAM', 'AAA', 'ATPase', 'central')",3600942.171929891
"('Baseplate', 'J-like', 'protein,3D', 'domain')",3533181.6850161497
"('Sporulation', 'initiation', 'inhibitor', 'protein')",3531424.827138003
"('FAD', 'binding', 'domain,3D', 'domain')",3502163.2228562757
"('LuxR', 'family', 'transcriptional', 'regulator')",3375446.2801922313
"('Single-strand', 'binding', 'protein', 'family,3D')",3362114.4733323874
"('PFAM', 'Cell', 'wall', 'assembly')",3281723.2278742506
"('phage', 'minor', 'capsid', ""protein,5'-3"")",3261176.3922686256
"('PFAM', 'helix-turn-helix', 'domain', 'protein')",3224682.7659959593
"('Phage', 'baseplate', 'assembly', 'protein')",3176549.663281182
"('chain', 'dehydrogenase', 'reductase', 'family')",3120215.5387424766
"('PFAM', 'Phage', 'portal', 'protein')",3110856.781857311
"('ATP-dependent', 'AMP-binding', 'enzyme', 'family')",3106630.6044233115
"('conserved', 'C-terminal', 'domain,3D', 'domain')",3069258.4188816026
"('synthetase', 'beta', 'subunit', 'family')",3051922.9682685835
"('HTH', 'DNA-binding', 'domain,3D', 'domain')",3041450.874110589
"('alpha', 'chain', 'like', 'domain')",3040887.085850601
"('TIGRFAM', 'DNA', 'polymerase', 'LigD')",3022245.906971671
"('cytosine-specific', 'DNA', 'methylase,8-oxoguanine', 'DNA')",2949109.419672285
"('Uncharacterized', 'protein', 'family', 'UPF0029')",2926804.878940361
"('NADH', 'oxidase', 'family', 'protein')",2894773.9435277446
"('attenuator', 'common', 'domain', 'protein')",2833273.37247574
"('serine', 'protease,3D', 'domain', 'protein')",2827763.106731708
"('synthase', 'complex', 'beta', 'subunit')",2754121.995009755
"('minor', 'tail', 'protein', 'L,50S')",2688774.282484299
"('minor', 'tail', 'protein', 'L,3')",2688774.282484299
"('ligase', 'middle', 'domain', 'protein')",2674143.8683056245
"('bacterial', 'integral', 'membrane', 'protein')",2554566.565299948
"('Bacteriophage', 'capsid', 'portal', 'protein,3D')",2544224.4328828896
"('Phage', 'minor', 'tail', 'protein')",2502608.200624278
"('PFAM', 'SPFH', 'domain', 'Band')",2427164.6557291085
"('tail', 'tube', 'protein', 'family')",2369228.0185518404
"('membrane', 'attachment,3D', 'domain', 'protein')",2335787.418510025
"('small', 'molecule', 'binding', 'domain')",2325076.4092649557
"('The', 'protein', 'component', 'plays')",2314886.1687647775
"('zinc', 'finger', 'domain', 'protein')",2275596.361089617
"('Phage', 'replication', 'protein', 'CRI')",2261081.2934368313
"('regulator', 'receiver', 'domain', 'protein')",2226956.3309398433
"('DNA', 'polymerase', 'alpha', 'chain')",2136015.018445601
"('PFAM', 'IstB', 'domain', 'protein')",2135262.2814618344
"('ATP-dependent', 'helicase', 'nuclease', 'subunit')",2070129.202031288
"('TIGRFAM', 'TIGR02757', 'family', 'protein')",2027960.4115456974
"('PFAM', 'PEBP', 'family', 'protein')",2016170.0863249141
"('double-stranded', 'DNA', 'endodeoxyribonuclease', 'activity')",2000675.0597910709
"('Bacterial', 'regulatory', 'helix-turn-helix', 'protein')",1990220.3743367717
"('amine', 'oxidase', 'domain', 'protein')",1986298.782873891
"('TIGRFAM', 'integral', 'membrane', 'protein')",1985051.9424069724
"('Putative', 'phage', 'tail', 'protein')",1968761.3243380263
"(',Phage-related', 'minor', 'tail', 'protein')",1915864.5466266016
"('DNA', 'polymerase', 'family', ""A,5'-3"")",1909598.8408838725
"('NlpC', 'P60', 'family', 'protein')",1881743.279855516
"('protein', 'Gp19/Gp15/Gp42,6-O-methylguanine', 'DNA', 'methyltransferase')",1847061.5849263598
"('cell', 'division', 'repeat', 'protein')",1839906.598000828
"('PFAM', 'type', 'III', 'restriction')",1828121.3349419942
"('PFAM', 'Glycosyl', 'transferase', 'family')",1819633.4644111684
"('capsid', 'protein', 'E,3D', 'domain')",1819110.8097608483
"('tail', 'shaft', 'protein', 'Bacteriophage')",1758164.8032457735
"('enzyme', 'HsdR', 'protein', 'N-terminal')",1751004.6759637988
"('LexA', 'DNA', 'binding', 'domain,3D')",1746363.797222286
"('secretion', 'outer', 'membrane', 'protein')",1724291.4094435486
"('KAP', 'P-loop', 'domain', 'protein')",1722811.6778695544
"('TIGRFAM', 'phage', 'major', 'capsid')",1715321.6599195679
"('phage', 'major', 'tail', 'tube')",1708855.5343433996
"('organizer', 'N-terminal', 'domain', 'protein')",1701001.0664291072
"('transport', 'system', 'ATP-binding', 'protein')",1699184.127403611
"('conserved', 'barrel', 'domain', 'protein')",1679036.7702596663
"('protein', 'domain', 'typically', 'associated')",1674953.128269462
"('ABC', 'transporter', 'ATP-binding', 'protein')",1639171.5410925883
"('Cold-shock', 'DNA-binding', 'domain', 'protein')",1540342.0983971793
"('YopX', 'protein,4Fe-4S', 'binding', 'domain')",1529181.3156122814
"('factor', 'Mce', 'family', 'protein')",1486608.3134449385
"('cytosine-specific', 'DNA', 'methylase,3D', 'domain')",1463251.5758298794
"('nucleotide', 'binding', 'domain', 'protein')",1436614.005369577
"('Terminase', 'DNA', 'packaging', 'enzyme')",1418491.860503541
"('Tail', 'Collar', 'domain', 'protein')",1389620.4478222837
"('initiation', 'factor', 'Spo0A', 'domain')",1384291.1512242632
"('AAA', 'ATPase', 'central', 'domain')",1355879.4481381415
"('PFAM', 'Phage', 'XkdN-like', 'protein')",1318074.9432426915
"(',Phage', 'minor', 'capsid', 'protein')",1277604.577421206
"('protease', 'XkdF,3D', 'domain', 'protein')",1235622.8087874376
"('Pfam', 'Glycosyl', 'transferase', 'family')",1214007.975048894
"('tape', 'measure', 'protein,3D', 'domain')",1211217.0556084658
"('phage', 'minor', 'tail', 'protein')",1197370.3588481706
"('PFAM', 'Peptidase', 'family', 'M23')",1197302.0913489473
"('membrane', 'protein', 'beta-barrel', 'family')",1164062.4817403904
"('protein', 'TP901', 'core', 'region')",1134501.479734177
"('Phage', 'regulatory', 'protein', 'rha')",1080577.1244416046
"('PFAM', 'CheW', 'domain', 'protein')",1075396.8084444623
"('Putative', 'ATP-dependent', 'DNA', 'helicase')",1072225.9227435812
"('dehydrogenase', 'substrate', 'binding', 'domain')",1065064.0377484728
"('PFAM', 'PilT', 'protein', 'domain')",1060499.7439921363
"('RNA', 'polymerase', 'transcription', 'factor')",1041372.2589153314
"('Divergent', 'AAA', 'domain', 'protein')",1033603.2028679599
"('DNA', 'polymerase', 'family', ""A,3'-5"")",1001550.5279061684
"('Gp25', 'family', 'protein,3D', 'domain')",968466.3284725379
"('Uncharacterised', 'protein', 'family', 'UPF0102')",936336.8743768793
"('substrate', 'binding', 'protein', 'like')",931349.2224422863
"('choloylglycine', 'hydrolase', 'family', 'protein')",913139.683484571
"('protein', 'tyrosine', 'phosphatase', 'activity')",898698.2327447573
"('Alpha-L-rhamnosidase', 'N-terminal', 'domain', 'protein')",890876.096576922
"('transporter', 'substrate', 'binding', 'protein')",879231.7725999905
"('Tex-like', 'protein', 'N-terminal', 'domain')",878961.7770879762
"('TIGRFAM', 'RNA', 'polymerase', 'sigma')",870894.4465043917
"('Phage', 'major', 'tail', 'protein')",838371.7644337855
"('Phage', 'conserved', 'hypothetical', 'protein')",838363.2095501911
"('LytTr', 'DNA-binding', 'domain', 'protein')",829417.867118127
"('PFAM', 'StbA', 'family', 'protein')",825577.6437930068
"('chromosome', 'replication,3D', 'domain', 'protein')",813710.731196248
"('DNA', 'repair', 'protein', 'MmcB-like')",811154.122427228
"('ABC', 'transporter', 'C-terminal', 'domain')",803974.1510188265
"('fiber', 'protein,3D', 'domain', 'protein')",790354.3947253717
"('redox', 'disulfide', 'domain', 'protein')",775370.3065386771
"('replication', 'protein', 'n,3D', 'domain')",755947.6599802253
"('outer', 'membrane', 'protein', 'assembly')",751874.3157679714
"('Phage', 'P22-like', 'portal', 'protein')",686848.9012411318
"('DNA', 'primase', 'activity,3D', 'domain')",668912.3478335658
"('N-4', 'N-6', 'domain', 'protein')",661938.3179009459
"('PFAM', 'Phage', 'tail', 'protein,23S')",660387.5849692279
"('TIGRFAM', 'phage', 'minor', 'tail')",656410.9014077943
"('LexA', 'DNA', 'binding', 'domain')",656142.8685848644
"('binding', 'protein', 'transpeptidase', 'domain')",653859.6527820457
"('Phage', 'major', 'tail', 'tube')",652151.0272463306
"('membrane', 'protein', 'beta-barrel', 'domain')",640761.6217161393
"('PFAM', 'Phage', 'integrase', 'family')",639711.8987108917
"('Glycosyl', 'transferase', 'family', 'group')",638465.0568962856
"('Prophage', 'tail', 'fibre', 'N-terminal')",631318.0337326912
"('helix', 'DNA', 'binding', 'domain')",622756.3580931878
"('inner', 'membrane', 'protein', 'subunit')",622164.9437972526
"('Phage-related', 'baseplate', 'assembly', 'protein')",621843.0032887615
"('score', '8.87,4Fe-4S', 'binding', 'domain')",608649.7981908892
"('PFAM', 'N-6', 'DNA', 'methylase')",580389.4931268184
"('proton', 'channel', 'family', 'protein')",578192.702000825
"('measure', 'protein', 'TP901', 'core')",565019.141422797
"('SPP1', 'Gp6-like,3D', 'domain', 'protein')",552580.9367870872
"('GIY-YIG', 'catalytic', 'domain', 'protein')",525820.5882360507
"('Sigma', 'factor', 'regulatory', 'protein')",524533.4484442931
"('PFAM', 'Phage', 'tail', 'protein')",523193.4175616554
"('Cell', 'division', 'initiation', 'protein')",495899.0794595438
"('DNA', 'binding', 'protein', 'G5P')",487927.93810473697
"('Gamma', 'DNA', 'binding', 'protein')",487927.93810473697
"('Phage', 'protein', 'F-like', 'protein')",484340.800993177
"('VirE', 'N-terminal', 'domain', 'protein')",483657.3847767986
"('DNA', 'mismatch', 'repair', 'protein')",462669.51903316006
"('Bacteriophage', 'capsid', 'portal', 'protein')",457809.78275783366
"('family', 'U32', 'C-terminal', 'domain')",450451.1584384672
"('major', 'facilitator', 'family', 'protein')",423706.826764826
"('ligase', 'like', 'membrane', 'protein')",422827.327819384
"('Phage', 'portal', 'protein,4Fe-4S', 'binding')",388933.4605873246
"('capsid', 'portal', 'protein,3D', 'domain')",350378.92919143476
"('Phage', 'small', 'terminase', 'subunit')",334147.66178804135
"('TIGRFAM', 'phage', 'regulatory', 'protein')",323724.4991295263
"('lambda', 'tail', 'assembly', 'protein')",315774.8980076575
"('Phage', 'tail', 'repeat', 'like')",302569.0875392993
"('Putative', 'carbohydrate', 'binding', 'domain')",295781.5369438487
"('portal', 'protein,4Fe-4S', 'binding', 'domain')",293570.962596859
"('collar', 'domain', 'protein,3D', 'domain')",293363.02820780466
"('Phage', 'regulatory', 'protein', 'CII')",284133.6381359929
"('Phage', 'integrase', 'family,3D', 'domain')",279419.2671163091
"('type', 'III', 'restriction', 'protein')",279138.97806650336
"(',HNH', 'endonuclease', 'domain', 'protein')",253305.86888998892
"('dependent', 'DNA', 'ligase', 'domain')",246166.67638546915
"('system', 'ThiF', 'family', 'protein')",245939.99489003845
"('YopX', 'protein,3D', 'domain', 'protein')",225338.04251009316
"('PFAM', 'Phage', 'regulatory', 'protein')",214340.8886765691
"('PFAM', 'Phage', 'derived', 'protein')",212522.7206624356
"('Gp15', 'protein,3D', 'domain', 'protein')",212256.70856731472
"('Thr', 'protein', 'phosphatase', 'family')",207004.80938384467
"('transporter', 'substrate-binding', 'protein', 'family')",203072.42427151327
"('bacterial', 'DNA', 'recombination', 'protein')",201909.74583672118
"('minor', 'tail', 'protein,3D', 'domain')",190399.31288760898
"('Periplasmic', 'binding', 'protein', 'domain')",190395.96885718926
"('Putative', 'viral', 'replication', 'protein')",190083.26458178487
"('protein', 'histidine', 'kinase', 'activity')",189460.4285859352
"('Prokaryotic', 'DNA', 'binding', 'proteins')",188839.85905189303
"('alpha', 'beta', 'domain', 'protein')",187995.032163073
"('major', 'tail', 'protein', 'phi13')",181487.58383105154
"('protein', 'kinase', 'protein', 'serine')",173851.09478361704
"('PFAM', 'phage', 'portal', 'protein')",170860.50955653287
"('TIGRFAM', 'Phage', 'uncharacterised', 'protein')",165885.18603782338
"('helicase', 'C-terminal', 'domain', 'protein')",149996.72972840266
"('kinase', 'protein', 'kinase', 'protein')",148581.12591147548
"('TIGRFAM', 'phage', 'portal', 'protein')",148295.67541649102
"('protein', 'kinase', 'kinase', 'protein')",147943.89231960243
"('signal', 'sequence', 'domain', 'protein')",144940.94872945393
"('TP901', 'family,3D', 'domain', 'protein')",140524.92240791785
"('family', 'metalloprotease', 'domain', 'protein')",136630.1122527945
"('score', '8.87,3D', 'domain', 'protein')",132921.3884001447
"('HsdR', 'protein', 'N-terminal', 'domain')",130452.64709246287
"('N-terminal', 'cleavage', 'methylation', 'domain')",129819.7383830039
"('Phage', 'Terminase,3D', 'domain', 'protein')",126190.11572533856
"('N-terminal', 'domain', 'protein,3D', 'domain')",116239.2264078043
"('repeat', 'protein,3D', 'domain', 'protein')",116110.57388807573
"('protein,4Fe-4S', 'binding', 'domain', 'protein')",112319.08096859645
"('uracil', 'permease', 'family', 'protein')",110594.31341986562
"('DNA', 'repair', 'protein,3D', 'domain')",109127.26721871494
"('tail', 'protein,3D', 'domain', 'protein')",106118.763989246
"('Phage', 'protein', 'Gp19/Gp15/Gp42,6-O-methylguanine', 'DNA')",101607.80839355526
"('Phage', 'protein', 'Gp19/Gp15/Gp42,3D', 'domain')",98753.78770714071
"('NAD', 'FAD', 'binding', 'protein')",92872.5424787003
"('Phosphate', 'transporter', 'family', 'protein')",86788.10646764954
"('DNA', 'binding', 'domain,3D', 'domain')",84550.45683867589
"('phage', 'tail', 'assembly', 'protein')",82733.15420258635
"('iron-sulfur', 'binding', 'domain', 'protein')",76857.44567921644
"('pyridine', 'binding', 'domain', 'protein')",76857.44567921644
"('Phage', 'tail', 'protein,3D', 'domain')",73161.6469243971
"('membrane', 'protein', 'assembly', 'complex')",72863.5439205196
"('ATPase', 'central', 'domain', 'protein')",68702.45648230128
"('DNA-binding', 'domain,3D', 'domain', 'protein')",66722.90955557598
"('protein', 'containing', 'LysM', 'domain')",66302.61584060152
"('substrate', 'binding', 'domain', 'protein')",65457.54371985391
"('PilT', 'protein', 'domain', 'protein')",63965.388435042565
"('family,4Fe-4S', 'binding', 'domain', 'protein')",62647.462168653736
"('factor', 'Spo0A', 'domain', 'protein')",56780.99223193841
"('DNA', 'binding', 'protein', 'like')",53797.462071781105
"('protein', 'N-terminal', 'domain', 'protein')",49152.37235743021
"('gp7', 'family', 'domain', 'protein')",47127.29747539023
