trigram,freq
"('Major', 'fimbrial', 'subunit')",1
"('fimbrial', 'subunit', 'protein')",1
"('PFAM', 'Cobalt', 'transport')",1
"('Cobalt', 'transport', 'protein')",1
"('Terminase', 'RNaseH-like', 'domain,23S')",1
"('RNaseH-like', 'domain,23S', 'rRNA-intervening')",1
"('Terminase,3D', 'domain', 'protein')",1
"('Alpha-L-arabinofuranosidase', 'domain', 'protein')",1
"('rhamnose', 'isomerase', 'family')",1
"('M42', 'glutamyl', 'aminopeptidase')",1
"('FKBP-type', 'peptidyl-prolyl', 'cis-trans')",1
"('Baseplate', 'assembly', ""protein,5'-3"")",1
"('PFAM', 'TonB-dependent', 'Receptor')",1
"('integrase', 'family,4fe-4S', 'ferredoxin')",1
"('iron-sulfur', 'binding', 'domain')",1
"('PFAM', 'Archaeal', 'ATPase')",1
"('Ig-like', 'domain', ""2,5'-3"")",1
"('COG0641', 'Arylsulfatase', 'regulator')",1
"('COGs', 'COG0641', 'Arylsulfatase')",1
"('ATP-driven', 'potassium', 'transport')",1
"('cell', 'division', 'cycle')",1
"('division', 'cycle', '2-like')",1
"('high-affinity', 'ATP-driven', 'potassium')",1
"('YlmC', 'YmxH', 'family')",1
"('N-terminal,3D', 'domain,3D', 'domain')",1
"('query', 'alignment', 'coverage')",1
"('alignment', 'coverage', '89.6')",1
"('coverage', '89.6', 'subject')",1
"('89.6', 'subject', 'alignment')",1
"('subject', 'alignment', 'coverage')",1
"('alignment', 'coverage', '35.0')",1
"('related', 'serine', 'threonine')",1
"('threonine', 'protein', 'phosphatases')",1
"('Beta-glucanase', 'Beta-glucan', 'synthetase')",1
"('Lecithin', 'retinol', 'acyltransferase')",1
"('P-type', 'conjugative', 'transfer')",1
"('conjugative', 'transfer', 'protein')",1
"('AMP-binding', 'enzyme', 'family')",1
"('first', 'cut', 'periplasmically')",1
"('cytoplasmic', 'proteases', 'finish')",1
"('proteases', 'finish', 'degrading')",1
"('HDIG', 'domain', 'protein')",1
"('Ogr/Delta-like', 'zinc', 'finger,3')",1
"('toxin', 'catabolic', 'process')",1
"('ATP-dependent', 'AMP-binding', 'enzyme')",1
"('Putative', 'amino', 'acid')",1
"('membrane-spanning', 'regulatory', 'substrate')",1
"('amino', 'acid', 'metabolism')",1
"('Glutathione', 'synthase', 'Ribosomal')",1
"('synthase', 'Ribosomal', 'protein')",1
"('Salt-induced', 'outer', 'membrane')",1
"('DNA', 'transposition', 'protein')",1
"('Fe-S', 'center', 'protein')",1
"('Bacteriophage', 'phiYeO3-12', '1.45')",1
"('regulatory', 'substrate', 'protein')",1
"('The', 'membrane-spanning', 'regulatory')",1
"('transfer', 'protein', 'TrbL')",1
"('conjugative', 'transfer', 'system')",1
"('outer', 'membrane', 'porin')",1
"('Catalyzes', 'carboxymethyl', 'transfer')",1
"('acyl-CoA', 'transferases', 'carnitine')",1
"('transferases', 'carnitine', 'dehydratase')",1
"('protein', 'B3ORF37', 'Bacteriophage')",1
"('various', 'precursor', 'tRNAs')",1
"('HlyD', 'membrane-fusion', 'protein')",1
"('transfer', 'system', 'lipoprotein')",1
"('elicit', 'cellular', 'responses')",1
"('Conjugal', 'transfer', 'protein')",1
"('transfer', 'protein', 'TraD')",1
"('sigma', 'factor', 'sigma-E')",1
"('ECF', 'sigma', 'factors')",1
"('regulated', 'intramembrane', 'proteolysis')",1
"('extracytoplasmic', 'signal', 'triggers')",1
"('concerted', 'proteolytic', 'cascade')",1
"('phiYeO3-12', '1.45', 'protein')",1
"('1.45', 'protein', '1.45')",1
"('protein', '1.45', 'SWALL')",1
"('NOG27381', 'non', 'supervised')",1
"('Pyridoxal', 'phosphate', 'phosphatase')",1
"('phosphate', 'phosphatase', 'YbhA')",1
"('sialic', 'acid-specific', 'acetylesterase')",1
"('score', '8.87,6-pyruvoyl', 'tetrahydropterin')",1
"('8.87,6-pyruvoyl', 'tetrahydropterin', 'synthase')",1
"('Lysin', 'motif,6-bladed', 'beta-propeller')",1
"('COG', 'NOG27381', 'non')",1
"('Bacteriophage', 'Gp15', ""protein,5'-3"")",1
"('1.45', 'SWALL', 'Q9T140')",1
"('PFAM', 'Phage-related', 'baseplate')",1
"('Phage-related', 'baseplate', 'assembly')",1
"('prophage', 'protein', 'Com')",1
"('Integrase', 'catalytic', 'region,5')",1
"('YhcH', 'YjgK', 'YiaL')",1
"('YjgK', 'YiaL', 'family')",1
"('major', 'facilitator', 'superfamily')",1
"('TIGRFAM', 'phage', 'portal')",1
"('chromosome', 'segregation,6-bladed', 'beta-propeller')",1
"('nuclear', 'chromosome', 'segregation,6-bladed')",1
"('extracytoplasmic', 'soluble', 'proteins')",1
"('InterPro', 'IPR018913', 'Domain')",1
"('Peptidase', 'C10', 'family')",1
"('molecule', 'binding', ""domain,3'-to-5"")",1
"('Low-potential', 'electron', 'donor')",1
"('zinc', 'D-Ala-D-Ala', 'carboxypeptidase')",1
"('D-Ala-D-Ala', 'carboxypeptidase', 'activity')",1
"(',C-5', 'cytosine-specific', 'DNA')",1
"('41.60', 'pct', 'identical')",1
"('tail', 'protein', 'L,50S')",1
"('protein', 'L,50S', 'ribosome-binding')",1
"('L,50S', 'ribosome-binding', 'GTPase')",1
"('yield', 'nucleoside', ""5'-phosphates"")",1
"('Mediates', 'riboflavin', 'uptake')",1
"('may', 'also', 'transport')",1
"('also', 'transport', 'FMN')",1
"('assembled', '30S', 'ribosomal')",1
"('fully', 'assembled', '30S')",1
"('PFAM', 'ORF6N', ""domain,5'-3"")",1
"('Multi-copper', 'polyphenol', 'oxidoreductase')",1
"(',COG3500', 'Phage', 'protein')",1
"('PFAM', 'KAP', 'P-loop')",1
"('KAP', 'P-loop', 'domain')",1
"('score', '10.00,4Fe-4S', 'single')",1
"('10.00,4Fe-4S', 'single', 'cluster')",1
"('Tail', 'Protein', ""X,5'-3"")",1
"('dnaA', 'protein', ""helix-turn-helix,5'-3"")",1
"('polyphenol', 'oxidoreductase', 'laccase')",1
"('phosphate', 'transport', 'system')",1
"('RNA', 'polymerase', 'activity,4Fe-4S')",1
"('Initiator', 'RepB', 'protein')",1
"('Nitrite/Sulfite', 'reductase', 'ferredoxin-like')",1
"('reductase', 'ferredoxin-like', 'half')",1
"('ferredoxin-like', 'half', 'domain')",1
"('RecBCD,23S', 'rRNA-intervening', 'sequence')",1
"('COG0226', 'ABC-type', 'phosphate')",1
"('AMP-binding', 'enzyme,3D', 'domain')",1
"('2,4Fe-4S', 'single', 'cluster')",1
"('family', '2,4Fe-4S', 'single')",1
"('biosynthesis', 'family', '2,4Fe-4S')",1
"('oxidase', 'family', 'protein')",1
"('TP901', 'core', 'region')",1
"('protein', 'TP901', 'core')",1
"('lesser', 'extent', 'hypoxanthine')",1
"('dCTP', 'deaminase', 'activity')",1
"('Endonuclease,23S', 'rRNA-intervening', 'sequence')",1
"('PFAM', 'tail', 'tape')",1
"('Pretoxin', 'HINT', 'domain')",1
"('Iron-sulfur', 'cluster', 'binding')",1
"('score', '8.87,37-kD', 'nucleoid-associated')",1
"('8.87,37-kD', 'nucleoid-associated', 'bacterial')",1
"('assembly', 'protein', 'PilX')",1
"('phosphoglycolate', 'phosphatase', 'activity')",1
"('supervised', 'orthologous', ""group,3'-5"")",1
"('dTDP', 'biosynthetic', 'process')",1
"('ABC-type', 'phosphate', 'transport')",1
"('PAS', 'fold,4Fe-4S', 'single')",1
"('coupled', 'transport', 'system')",1
"('transport', 'protein', 'AroP')",1
"('produce', '8-amino-7-', 'oxononanoate')",1
"('PFAM', 'copper', 'amine')",1
"('copper', 'amine', 'oxidase')",1
"('amine', 'oxidase', 'domain')",1
"('oxidase', 'domain', 'protein')",1
"('TraG', 'TraD', 'family')",1
"('Aromatic', 'amino', 'acid')",1
"('VanZ', 'like', 'family')",1
"('fold,4Fe-4S', 'single', 'cluster')",1
"('Aluminium', 'induced', 'protein')",1
"('multidrug', 'resistance', 'efflux')",1
"('resistance', 'efflux', 'pump')",1
"('The', '2-keto-3-deoxygluconate', 'permease')",1
"('2-keto-3-deoxygluconate', 'permease', 'transports')",1
"('degraded', 'pectin', 'products')",1
"('hydrogen', 'coupled', 'transport')",1
"('pimeloyl-', 'acyl-carrier', 'protein')",1
"('NOG11656', 'non', 'supervised')",1
"('COG', 'NOG11656', 'non')",1
"('Single-stranded', 'DNA-binding', ""protein,3'-to-5"")",1
"('conserved', 'CXXC', 'pairs')",1
"(',Phage', 'tail-collar', 'fibre')",1
"('base', 'excision', 'repair')",1
"('removes', 'damaged', 'bases')",1
"('Terminase', 'small', 'subunit,4Fe-4S')",1
"('small', 'subunit,4Fe-4S', 'iron')",1
"('subunit,4Fe-4S', 'iron', 'sulfur')",1
"('signal', 'peptide', 'peptidase')",1
"('peptide', 'peptidase', 'SppA')",1
"('transport', 'protein', 'ExbD/TolR')",1
"('PFAM', 'Class', 'III')",1
"('Class', 'III', 'signal')",1
"('III', 'signal', 'peptide')",1
"('COG', 'NOG31573', 'non')",1
"('NOG31573', 'non', 'supervised')",1
"('coa-acyl', 'carrier', 'protein')",1
"('malonyl', 'coa-acyl', 'carrier')",1
"('FI,23S', 'rRNA-intervening', 'sequence')",1
"('aromatic', 'acid', 'exporter')",1
"('subunit', 'A,3D', 'domain')",1
"('score', '8.87,4Fe-4S', 'binding')",1
"('8.87,4Fe-4S', 'binding', 'domain')",1
"('TBP-like', 'fold,3D', 'domain')",1
"('TIGRFAM', 'looped-hinge', 'helix')",1
"('COG0500', 'SAM-dependent', 'methyltransferases')",1
"('Putative', 'aromatic', 'acid')",1
"('acid', 'exporter', 'C-terminal')",1
"('assembly', 'protein', 'FliH')",1
"('exporter', 'C-terminal', 'domain')",1
"('Molybdenum', 'Cofactor', 'Synthesis')",1
"('Cofactor', 'Synthesis', 'C,4-alpha-glucanotransferase')",1
"('Stress', 'responsive', 'A/B')",1
"('responsive', 'A/B', 'Barrel')",1
"('A/B', 'Barrel', 'Domain')",1
"(',Psort', 'location', 'CytoplasmicMembrane')",1
"('nuclease', 'subunit', 'A,3D')",1
"('Flagellar', 'assembly', 'protein')",1
"('positive', 'response', 'regulator')",1
"('PBSX', 'family,3D', 'domain')",1
"('double-stranded', 'unmethylated', 'sequence')",1
"('unmethylated', 'sequence', 'GATC')",1
"('Clp', 'protease,8-oxoguanine', 'DNA')",1
"('protease,8-oxoguanine', 'DNA', 'glycosylase')",1
"('PFAM', 'zinc', 'finger')",1
"('zinc', 'finger', 'CHC2-family')",1
"('finger', 'CHC2-family', 'protein')",1
"('binding', 'protein', 'family,3D')",1
"('flagellar', 'basal', 'body')",1
"('protein', 'family,3D', 'domain')",1
"('tape', 'measure', ""protein,5'-3"")",1
"('biogenesis', 'protein', 'transmembrane')",1
"('protein', 'transmembrane', 'region')",1
"('Bacteriophage', '1.1', 'Protein')",1
"('N-terminal', 'ig-like', 'domain')",1
"('bacterial', 'motility', 'apparatus')",1
"('Phenazine', 'biosynthesis-like', 'protein')",1
"('Heptaprenyl', 'diphosphate', 'synthase')",1
"('diphosphate', 'synthase', 'component')",1
"('COG', 'COG0508', 'Pyruvate')",1
"('family,3-deoxy-D-manno-octulosonate', '8-phosphate', 'phosphatase')",1
"('COG', 'NOG06131', 'non')",1
"('COG', 'NOG07892', 'non')",1
"('NOG07892', 'non', 'supervised')",1
"('2-oxoglutarate', 'dehydrogenase', 'complex')",1
"('Pyruvate', '2-oxoglutarate', 'dehydrogenase')",1
"('COG0508', 'Pyruvate', '2-oxoglutarate')",1
"('COMEC,23S', 'rRNA-intervening', 'sequence')",1
"('PFAM', 'Glyoxalase', 'bleomycin')",1
"('peptidase', 'S14', ""family,5'-3"")",1
"('protein', 'COMEC,23S', 'rRNA-intervening')",1
"('competence', 'protein', 'COMEC,23S')",1
"('Polysaccharide', 'pyruvyl', 'transferase')",1
"('Serine', 'dehydratase', 'beta')",1
"('dehydratase', 'beta', 'chain')",1
"('NgoBV', 'restriction', 'endonuclease')",1
"('SusD', 'family,3-deoxy-D-manno-octulosonate', '8-phosphate')",1
"('biosynthetic', 'protein', 'PdxA')",1
"('phosphate', 'biosynthetic', 'protein')",1
"('Pyridoxal', 'phosphate', 'biosynthetic')",1
"('Glyoxalase', 'bleomycin', 'resistance')",1
"('bleomycin', 'resistance', 'protein')",1
"('resistance', 'protein', 'dioxygenase')",1
"('Transposon-encoded', 'protein', 'TnpW')",1
"('secretion', 'outer', 'membrane')",1
"('COG', 'COG0846', 'NAD-dependent')",1
"('COG0846', 'NAD-dependent', 'protein')",1
"('NAD-dependent', 'protein', 'deacetylases')",1
"('newly', 'synthesized', 'protein')",1
"('LacY', 'proton/sugar', 'symporter')",1
"('Glycine', 'D-amino', 'acid')",1
"('D-amino', 'acid', 'oxidases')",1
"('NOG09946', 'non', 'supervised')",1
"('COG', 'NOG09946', 'non')",1
"('NOG06131', 'non', 'supervised')",1
"('TniB', 'protein,3D', 'domain')",1
"('Bacterial', 'TniB', 'protein,3D')",1
"('half-life', '27.6', 'minutes')",1
"('associated', 'protein', 'Cas2')",1
"('COG1638', 'TRAP-type', 'C4-dicarboxylate')",1
"('TRAP-type', 'C4-dicarboxylate', 'transport')",1
"('COG2373', 'Large', 'extracellular')",1
"('minor', 'capsid', ""protein,5'-3"")",1
"('transferase', '4-like', 'domain')",1
"('CRISPR-associated', 'protein', 'Cas4')",1
"('cell', 'wall', 'elongation')",1
"('outer', 'membrane', 'assembly')",1
"('DNA-templated', 'transcriptional', 'preinitiation')",1
"('membrane', 'assembly', 'lipoprotein')",1
"('assembly', 'lipoprotein', 'YfiO')",1
"('COG', 'COG3328', 'Transposase')",1
"(',Putative', 'amidoligase', 'enzyme')",1
"('SAF', 'domain', 'protein')",1
"('preinitiation', 'complex', 'assembly')",1
"('transcriptional', 'preinitiation', 'complex')",1
"('DNA', 'packaging,3D', 'domain')",1
"('releasing', ""5'-"", 'phosphomononucleotides')",1
"('linear', 'duplex', 'substrate')",1
"('duplex', 'substrate', 'DNA')",1
"('Holliday', 'junction', 'resolvase,3D')",1
"('junction', 'resolvase,3D', 'domain')",1
"('Recombination', 'protein', ""U,5'-3"")",1
"('Asp,4Fe-4S', 'single', 'cluster')",1
"('guanosine', 'tetraphosphate', 'metabolic')",1
"('tetraphosphate', 'metabolic', 'process')",1
"('lysine', 'biosynthetic', 'process')",1
"('biosynthetic', 'process', 'via')",1
"('process', 'via', 'aminoadipic')",1
"('via', 'aminoadipic', 'acid')",1
"('concentrative', 'nucleoside', 'transporter')",1
"('general', 'stress', 'protein')",1
"('Sugar', 'transport', 'protein')",1
"('score', '8.87,23S', 'rRNA-intervening')",1
"('8.87,23S', 'rRNA-intervening', 'sequence')",1
"('PFAM', 'Glycoside', 'hydrolase')",1
"('DNA', 'polymerase', 'LigD')",1
"('nuclease', 'domain,2-hydroxyglutaryl-CoA', 'dehydratase')",1
"('causes', 'generalized', 'RNA')",1
"('bacterial', 'ribosomal', 'protein')",1
"('ribosomal', 'protein', 'bS21')",1
"('protein', 'bS21', 'family')",1
"('late', 'enterobacteria', 'phage')",1
"('Degrades', 'late', 'enterobacteria')",1
"('generalized', 'RNA', 'degradation')",1
"('Transporter', 'major', 'facilitator')",1
"('RnlB', 'causes', 'generalized')",1
"('SMART', 'Hedgehog', 'intein')",1
"('COG0601', 'ABC-type', 'dipeptide')",1
"('antitoxin', 'RnlB', 'causes')",1
"('PFAM', 'pentapeptide', 'repeat')",1
"('pentapeptide', 'repeat', 'protein')",1
"('conserved', 'C-terminal', ""domain,3'-5"")",1
"('Aminomethyltransferase', 'folate-binding', 'domain')",1
"('ParB-like', 'nuclease', 'domain,2-hydroxyglutaryl-CoA')",1
"('Targets', 'cyaA', 'mRNA')",1
"('adenine-specific', 'DNA', ""methyltransferase,5'-nucleotidase"")",1
"('carrier', 'protein,4Fe-4S', 'single')",1
"('acid', 'carrier', 'protein,4Fe-4S')",1
"('Hedgehog', 'intein', 'hint')",1
"('intein', 'hint', 'domain')",1
"('hint', 'domain', 'protein')",1
"('cysteine-type', 'peptidase', 'activity,3D')",1
"('peptidase', 'activity,3D', 'domain')",1
"('rejects', 'L-amino', 'acids')",1
"('L-amino', 'acids', 'rather')",1
"('detecting', 'D-amino', 'acids')",1
"('free', 'tRNA', 'molecules')",1
"('helps', 'enforce', 'protein')",1
"('enforce', 'protein', 'L-homochirality')",1
"('isoprenoid', 'precursor', 'biosynthesis')",1
"('DOXP', 'MEP', 'pathway')",1
"('Circularly', 'permuted', 'ATP-grasp')",1
"('permuted', 'ATP-grasp', 'type')",1
"('LAGLIDADG-like', 'domain,3D', 'domain')",1
"('pho', 'regulon', 'K07657')",1
"('protein', 'FI,23S', 'rRNA-intervening')",1
"('Tripartite', 'tricarboxylate', 'transporter')",1
"('riboside', 'transmembrane', 'transporter')",1
"('Tex-like', 'protein', 'N-terminal')",1
"('TIGRFAM', 'phage', 'virion')",1
"('phage', 'virion', 'morphogenesis')",1
"('translocase', 'SecG', ""subunit,3'-5"")",1
"('succinate', 'CoA', 'transferase')",1
"('Competence', 'protein', 'ComEC')",1
"('tricarboxylate', 'transporter', 'TctA')",1
"('score,6-O-methylguanine', 'DNA', 'methyltransferase')",1
"('transporter', 'TctA', 'family')",1
"('Sugar', 'fermentation', 'stimulation')",1
"('fermentation', 'stimulation', 'protein')",1
"('ubiE/COQ5', 'methyltransferase', 'family')",1
"('sequence-specific', 'DNA', 'binding,5')",1
"('first', 'double', 'bond')",1
"('The', 'sulfur', 'atoms')",1
"('nicotinamide', 'riboside', 'transmembrane')",1
"('NTP', 'transferase', 'domain')",1
"('ATPase', 'activity,3D', 'domain')",1
"('flavin', 'adenine', 'dinucleotide')",1
"('SAM-like', 'domain,6-O-methylguanine', 'DNA')",1
"('domain,6-O-methylguanine', 'DNA', 'methyltransferase')",1
"('FeS', 'assembly', 'ATPase')",1
"('assembly', 'ATPase', 'SufC')",1
"('DeoR-like', 'helix-turn-helix', 'domain')",1
"('Nucleotidyl', 'transferase', 'AbiEii')",1
"('transferase', 'AbiEii', 'toxin')",1
"('adenine', 'dinucleotide', 'binding,3')",1
"('MobA-like', 'NTP', 'transferase')",1
"('Minor', 'capsid', ""protein,5'-3"")",1
"('Phage', 'integrase', 'family,5')",1
"('Terminase', 'small', ""subunit,5'-3"")",1
"('Rossmann', 'fold', 'nucleotide-binding')",1
"('fold', 'nucleotide-binding', 'protein')",1
"('nucleotide-binding', 'protein', 'involved')",1
"('Protease', 'prsW', 'family')",1
"('cysteine', 'cysteine', 'desulfurase')",1
"('2,8-oxoguanine', 'DNA', 'glycosylase')",1
"('zeta', 'toxin,3D', 'domain')",1
"('Phage', 'stabilisation', 'protein')",1
"('glycosylase', 'H2TH', 'domain')",1
"(""5'-phosphate"", 'oxidase', 'like')",1
"('vitamin', 'uptake', ""transporter,3'-5"")",1
"(',TIGRFAM', 'phage', 'regulatory')",1
"('phosphodiesterase', 'nucleotide', 'pyrophosphatase')",1
"('Prophage', 'tail', 'fibre')",1
"('tail', 'fibre', 'N-terminal')",1
"('sporulation', 'transcriptional', 'regulator')",1
"('TIGRFAM', 'TRAP', 'transporter')",1
"('transcriptional', 'regulator', 'SpoIIID')",1
"('COG', 'COG1653', 'ABC-type')",1
"('Gliding', 'motility-associated', 'protein')",1
"('motility-associated', 'protein', 'GldE')",1
"('Twinkle', 'homolog', 'protein')",1
"('homolog', 'protein', 'chloroplastic')",1
"('sheath', 'protein', 'FI,23S')",1
"('Formamidopyrimidine-DNA', 'glycosylase', 'H2TH')",1
"('fatty', 'acyl', 'moiety')",1
"('primary', 'fatty', 'acyl')",1
"('hairpin', 'glycosidase', 'domain')",1
"('VanW', 'like', 'protein,23S')",1
"('like', 'protein,23S', 'rRNA-intervening')",1
"('region', '2,8-oxoguanine', 'DNA')",1
"('tube', 'protein', 'FII,4')",1
"('protein', 'FII,4', 'iron')",1
"('Sigma-70', 'region', '2,8-oxoguanine')",1
"('Small', 'GTP-binding', 'protein')",1
"('score,3D', 'domain,3D', 'domain')",1
"('COG', 'COG2184', 'Protein')",1
"('COG2184', 'Protein', 'involved')",1
"('ERF', 'superfamily,37-kD', 'nucleoid-associated')",1
"('superfamily,37-kD', 'nucleoid-associated', 'bacterial')",1
"('chromosome', 'replication,3D', 'domain')",1
"('replication,3D', 'domain', 'protein')",1
"('branched-chain-amino-acid', 'transaminase', 'activity')",1
"('integrase', 'SAM-like', 'domain,6-O-methylguanine')",1
"('Multiple', 'stress', 'resistance')",1
"('selenium-binding', 'protein', 'YdfZ')",1
"('component', 'phosphorylation', 'site,5')",1
"('OAA,2-oxoacid', 'acceptor', 'oxidoreductase')",1
"('homoallylic', 'substrate', 'isopentenyl')",1
"('highly', 'electrophilic', 'allylic')",1
"('electrophilic', 'allylic', 'isomer')",1
"('shape', 'determining', 'protein')",1
"('Cell', 'shape', 'determining')",1
"('nucleotide', 'metabolic', 'process')",1
"('NifU', 'domain', 'protein')",1
"('decapping', 'enzyme', 'C-term')",1
"('nitrogen-fixing', 'NifU', 'domain')",1
"('PFAM', 'nitrogen-fixing', 'NifU')",1
"('biotin', 'carboxylase', 'catalyzes')",1
"('aminoacyl-tRNA', 'synthetase', ""family,3'-to-5"")",1
"('Orn', 'DAP', 'Arg')",1
"('DAP', 'Arg', 'decarboxylase')",1
"('Scavenger', 'mRNA', 'decapping')",1
"('C-terminal', 'alpha/beta', 'domain')",1
"('Terminase,4Fe-4S', 'single', 'cluster')",1
"('Polysaccharide', 'lyase', 'family')",1
"('Double', 'zinc', 'ribbon')",1
"('protein', 'substrates', 'subsequently')",1
"('substrates', 'subsequently', 'hydrolyzed')",1
"('inactivated', 'derivatives', 'IS5')",1
"('derivatives', 'IS5', 'family')",1
"('MreB', 'Mrl', 'family')",1
"('tape', 'measure', 'protein,4Fe-4S')",1
"('measure', 'protein,4Fe-4S', 'iron')",1
"('Coproporphyrinogen', 'III', 'oxidase')",1
"('related', 'Fe-S', 'oxidoreductases')",1
"('COG', 'NOG31286', 'non')",1
"('NOG31286', 'non', 'supervised')",1
"('phage', 'protein', 'cox,3')",1
"(',DAK2', 'domain', 'fusion')",1
"('domain', 'fusion', 'protein')",1
"('fusion', 'protein', 'YloV')",1
"('mRNA', 'decapping', 'enzyme')",1
"('enzyme', 'C-term', 'binding')",1
"('transporter,4Fe-4S', 'iron', 'sulfur')",1
"('Phage', 'tail', 'protein,3D')",1
"('Formylglycine-generating', 'sulfatase', 'enzyme,2-')",1
"('QueT', 'transporter,4Fe-4S', 'single')",1
"('transporter,4Fe-4S', 'single', 'cluster')",1
"('proton-translocating', 'NADH-quinone', 'oxidoreductase')",1
"('COG', 'COG4824', 'Phage-related')",1
"('COG4824', 'Phage-related', 'holin')",1
"('Winged', 'helix-turn-helix', 'domain')",1
"('ATP', 'binding', ""protein,3'-to-5"")",1
"('Stealth', 'protein', 'CR1')",1
"('N-terminal', 'domain,4Fe-4S', 'single')",1
"('resistance', 'protein', 'BhsA')",1
"('stress', 'resistance', 'protein')",1
"('COG1053', 'Succinate', 'dehydrogenase')",1
"('fumarate', 'reductase', 'flavoprotein')",1
"('reductase', 'flavoprotein', 'subunit')",1
